PeakID (cmd=annotatePeaks.pl /sonas-hs/ware/hpc_norepl/data/foli/maizeCode/RA1_deduct_final.bed zm_v4 -ann /sonas-hs/ware/hpc/home/foli/software/homer/data/genomes/zm_v4/zm_v4.basic.annotation)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
5-2139	5	20600546	20600745	+	7.94	NA	NA	NA	-10702	transcript:Zm00001d013799_T001								
10-1238	10	78458911	78459110	+	7.94	NA	NA	NA	61483	transcript:Zm00001d024565_T001								
3-2405	3	136206079	136206278	+	7.94	NA	NA	NA	9173	transcript:Zm00001d041759_T005								
4-3096	4	222300726	222300925	+	7.94	NA	intron (transcript:Zm00001d053251_T007, intron 17 of 17)	NA	4325	transcript:Zm00001d053251_T099								
9-2130	9	84186684	84186883	+	7.94	NA	NA	NA	-33680	transcript:Zm00001d046365_T001								
2-2482	2	66181048	66181247	+	7.94	NA	NA	NA	23931	transcript:Zm00001d003900_T001								
3-2206	3	1620473	1620672	+	7.94	NA	NA	NA	-7958	transcript:Zm00001d039318_T001								
4-2857	4	100779271	100779470	+	7.94	NA	NA	NA	119557	transcript:Zm00001d050559_T001								
7-2129	7	68836754	68836953	+	7.94	NA	NA	NA	-136681	transcript:Zm00001d019844_T002								
2-2691	2	215868645	215868844	+	7.94	NA	intron (transcript:Zm00001d006752_T003, intron 1 of 3)	NA	156	transcript:Zm00001d006752_T003								
5-2928	5	217635531	217635730	+	7.94	NA	NA	NA	-3235	transcript:Zm00001d018265_T001								
1-2215	1	36144186	36144385	+	7.94	NA	5' UTR (transcript:Zm00001d028474_T023, exon 1 of 6)	NA	1389	transcript:Zm00001d028474_T023								
10-1764	10	88861741	88861940	+	7.94	NA	NA	NA	-7699	transcript:Zm00001d024809_T001								
4-2917	4	143814618	143814817	+	7.94	NA	NA	NA	-52896	transcript:Zm00001d051114_T001								
2-2858	2	38103859	38104058	+	7.94	NA	NA	NA	-5570	transcript:Zm00001d003257_T002								
8-1974	8	21652656	21652855	+	7.94	NA	5' UTR (transcript:Zm00001d008820_T001, exon 4 of 11)	NA	844	transcript:Zm00001d008820_T003								
10-1834	10	125487924	125488123	+	7.94	NA	TTS (transcript:Zm00001d025667_T001)	NA	2985	transcript:Zm00001d025667_T001								
1-2868	1	211198225	211198424	+	7.94	NA	NA	NA	-9573	transcript:Zm00001d032066_T001								
2-2919	2	69360534	69360733	+	7.94	NA	NA	NA	-21115	transcript:Zm00001d003928_T001								
7-1918	7	146478282	146478481	+	7.94	NA	NA	NA	-3489	transcript:Zm00001d021220_T001								
2-3069	2	153066216	153066415	+	7.94	NA	NA	NA	13933	transcript:Zm00001d004996_T001								
5-2837	5	187100007	187100206	+	7.94	NA	NA	NA	-21171	transcript:Zm00001d017151_T004								
2-2930	2	75820642	75820841	+	7.94	NA	NA	NA	28436	transcript:Zm00001d004016_T002								
10-1193	10	35741754	35741953	+	7.94	NA	NA	NA	28211	transcript:Zm00001d024002_T001								
7-1974	7	165347374	165347573	+	7.94	NA	TTS (transcript:Zm00001d021884_T001)	NA	229	transcript:Zm00001d021884_T001								
9-2144	9	90376647	90376846	+	7.94	NA	NA	NA	-45197	transcript:Zm00001d046449_T001								
8-1473	8	77187646	77187845	+	7.94	NA	NA	NA	31743	transcript:Zm00001d009711_T001								
6-2081	6	23021911	23022110	+	7.94	NA	NA	NA	-97693	transcript:Zm00001d035356_T001								
9-1884	9	127737389	127737588	+	7.94	NA	3' UTR (transcript:Zm00001d047362_T001, exon 7 of 7)	NA	1894	transcript:Zm00001d047362_T013								
1-3781	1	70425247	70425446	+	7.94	NA	NA	NA	-17010	transcript:Zm00001d029437_T001								
7-1962	7	161009095	161009294	+	7.94	NA	NA	NA	-25567	transcript:Zm00001d021711_T001								
4-2972	4	169875531	169875730	+	7.94	NA	exon (transcript:Zm00001d051790_T001, exon 4 of 4)	NA	2441	transcript:Zm00001d051790_T001								
3-2794	3	74141789	74141988	+	7.94	NA	NA	NA	75900	transcript:Zm00001d040873_T002								
5-2691-2	5	109296151	109296350	+	7.94	NA	TTS (transcript:Zm00001d015704_T001)	NA	3821	transcript:Zm00001d015704_T002								
9-2161	9	98187824	98188023	+	7.94	NA	promoter-TSS (transcript:Zm00001d046600_T002)	NA	-20	transcript:Zm00001d046600_T001								
9-1788	9	69957895	69958094	+	7.94	NA	NA	NA	-106551	transcript:Zm00001d027116_T001								
5-2483	5	6841018	6841217	+	7.94	NA	NA	NA	1977	transcript:Zm00001d013234_T001								
2-2042	2	46046091	46046290	+	7.94	NA	exon (transcript:Zm00001d003494_T001, exon 1 of 1)	NA	303	transcript:Zm00001d003494_T003								
7-1852	7	108962035	108962234	+	7.94	NA	NA	NA	-66584	transcript:Zm00001d020358_T001								
1-3873	1	125408552	125408751	+	7.94	NA	NA	NA	-114416	transcript:Zm00001d022801_T001								
5-2411	5	205041305	205041504	+	7.94	NA	NA	NA	-1475	transcript:Zm00001d017713_T001								
5-2624	5	67287769	67287968	+	7.94	NA	intron (transcript:Zm00001d001572_T001, intron 3 of 3)	NA	-36325	transcript:Zm00001d014898_T001								
1-3751	1	55183386	55183585	+	7.94	NA	NA	NA	4970	transcript:Zm00001d029025_T001								
3-2177	3	226149851	226150050	+	7.94	NA	intron (transcript:Zm00001d044363_T001, intron 2 of 7)	NA	2753	transcript:Zm00001d044363_T002								
10-1533	10	118109889	118110088	+	7.94	NA	TTS (transcript:Zm00001d025420_T001)	NA	1831	transcript:Zm00001d025420_T001								
3-2852	3	109358666	109358865	+	7.94	NA	NA	NA	-103803	transcript:Zm00001d041268_T002								
6-1571	6	92154789	92154988	+	7.94	NA	NA	NA	-126646	transcript:Zm00001d036558_T001								
4-2911	4	138146308	138146507	+	7.94	NA	5' UTR (transcript:Zm00001d051039_T003, exon 1 of 8)	NA	116	transcript:Zm00001d051039_T010								
2-3180	2	191759926	191760125	+	7.94	NA	NA	NA	4886	transcript:Zm00001d005884_T004								
4-2781	4	56087234	56087433	+	7.94	NA	NA	NA	23724	transcript:Zm00001d049961_T002								
7-1291	7	84170540	84170739	+	7.94	NA	intron (transcript:Zm00001d020001_T011, intron 8 of 26)	NA	-1124	transcript:Zm00001d020001_T017								
3-2868	3	115687656	115687855	+	7.94	NA	promoter-TSS (transcript:Zm00001d041392_T001)	NA	-38	transcript:Zm00001d041392_T001								
2-3259	2	216504829	216505028	+	7.94	NA	promoter-TSS (transcript:Zm00001d006781_T001)	NA	-224	transcript:Zm00001d006782_T001								
6-1849	6	84529638	84529837	+	7.94	NA	NA	NA	-50631	transcript:Zm00001d036328_T001								
3-2963	3	162808665	162808864	+	7.94	NA	NA	NA	-45684	transcript:Zm00001d000639_T001								
2-2983	2	108410062	108410261	+	7.94	NA	NA	NA	-21698	transcript:Zm00001d004390_T001								
1-4054	1	220530105	220530304	+	7.94	NA	NA	NA	24897	transcript:Zm00001d032291_T001								
6-1921	6	127275128	127275327	+	7.94	NA	TTS (transcript:Zm00001d037497_T003)	NA	3964	transcript:Zm00001d037497_T004								
2-2901	2	60968420	60968619	+	7.94	NA	NA	NA	-39879	transcript:Zm00001d003823_T001								
1-3864	1	117682739	117682938	+	7.94	NA	intron (transcript:Zm00001d030266_T096, intron 1 of 11)	NA	-5830	transcript:Zm00001d030266_T097								
4-2327	4	36434322	36434521	+	7.94	NA	NA	NA	-3071	transcript:Zm00001d049588_T001								
1-3713	1	40744144	40744343	+	7.94	NA	NA	NA	-21604	transcript:Zm00001d028609_T001								
1-3768	1	63876404	63876603	+	7.94	NA	NA	NA	4529	transcript:Zm00001d029256_T006								
3-3058	3	199480170	199480369	+	7.94	NA	exon (transcript:Zm00001d043426_T001, exon 1 of 1)	NA	1229	transcript:Zm00001d043426_T001								
10-1670	10	38385910	38386109	+	7.94	NA	NA	NA	158733	transcript:Zm00001d024030_T001								
5-2945	5	221122461	221122660	+	7.94	NA	exon (transcript:Zm00001d018452_T001, exon 1 of 3)	NA	501	transcript:Zm00001d018452_T001								
1-3048	1	6650242	6650441	+	7.94	NA	NA	NA	43325	transcript:Zm00001d027498_T001								
7-1853	7	110641485	110641684	+	7.94	NA	NA	NA	-33455	transcript:Zm00001d020385_T001								
8-2230	8	157701285	157701484	+	7.94	NA	NA	NA	-4706	transcript:Zm00001d011657_T001								
2-2053	2	57069740	57069939	+	7.94	NA	NA	NA	-3387	transcript:Zm00001d003743_T001								
1-3270	1	131955864	131956063	+	7.94	NA	NA	NA	-78641	transcript:Zm00001d030426_T004								
6-1735	6	892943	893142	+	7.94	NA	NA	NA	52121	transcript:Zm00001d034986_T001								
1-4268	1	299214109	299214308	+	7.94	NA	intron (transcript:Zm00001d034666_T002, intron 4 of 5)	NA	1397	transcript:Zm00001d034666_T001								
9-3176	9	99701345	99701542	+	7.62	NA	NA	NA	-32766	transcript:Zm00001d046630_T003								
4-4300	4	71199440	71199637	+	7.62	NA	NA	NA	12820	transcript:Zm00001d050180_T001								
8-3415	8	166204487	166204684	+	7.62	NA	intron (transcript:Zm00001d012003_T001, intron 2 of 8)	NA	951	transcript:Zm00001d012003_T001								
5-2124	5	9734491	9734690	+	7.52	NA	promoter-TSS (transcript:Zm00001d013364_T001)	NA	-809	transcript:Zm00001d013364_T001								
7-1889	7	131108064	131108263	+	7.52	NA	NA	NA	6141	transcript:Zm00001d020748_T002								
2-3012	2	123198780	123198979	+	7.52	NA	NA	NA	-442675	transcript:Zm00001d004630_T001								
1-3632	1	9410104	9410303	+	7.52	NA	5' UTR (transcript:Zm00001d027626_T008, exon 1 of 8)	NA	663	transcript:Zm00001d027626_T008								
2-2748	2	67154	67353	+	7.52	NA	NA	NA	-26230	transcript:Zm00001d001763_T001								
5-2540	5	25850461	25850660	+	7.52	NA	NA	NA	-2742	transcript:Zm00001d013949_T001								
1-3732	1	45713164	45713363	+	7.52	NA	NA	NA	-4988	transcript:Zm00001d028756_T001								
8-2109	8	107768966	107769165	+	7.52	NA	NA	NA	8455	transcript:Zm00001d010290_T006								
5-2197	5	59696409	59696608	+	7.52	NA	intron (transcript:Zm00001d014695_T001, intron 6 of 17)	NA	10527	transcript:Zm00001d014695_T001								
4-2056	4	125662301	125662500	+	7.52	NA	NA	NA	-3147	transcript:Zm00001d050837_T001								
7-2122	7	57210056	57210255	+	7.52	NA	NA	NA	-118954	transcript:Zm00001d019759_T001								
3-2574	3	215424449	215424648	+	7.52	NA	NA	NA	-2960	transcript:Zm00001d043973_T001								
1-4283	1	304948264	304948463	+	7.52	NA	NA	NA	-3032	transcript:Zm00001d034892_T001								
4-2776	4	51616608	51616807	+	7.52	NA	NA	NA	-3560	transcript:Zm00001d049905_T001								
8-2250	8	166842899	166843098	+	7.52	NA	TTS (transcript:Zm00001d012033_T003)	NA	2103	transcript:Zm00001d012033_T015								
7-2382	7	171257680	171257879	+	7.52	NA	3' UTR (transcript:Zm00001d022148_T001, exon 5 of 5)	NA	3883	transcript:Zm00001d022148_T001								
3-2660	3	13705906	13706105	+	7.52	NA	promoter-TSS (transcript:Zm00001d039749_T002)	NA	-489	transcript:Zm00001d039749_T002								
9-2312	9	154897716	154897915	+	7.52	NA	NA	NA	14131	transcript:Zm00001d048356_T001								
4-2016	4	84714779	84714978	+	7.52	NA	exon (transcript:Zm00001d050375_T002, exon 2 of 6)	NA	1296	transcript:Zm00001d050375_T001								
8-1958	8	16972667	16972866	+	7.52	NA	intron (transcript:Zm00001d008679_T002, intron 1 of 6)	NA	384	transcript:Zm00001d008679_T002								
7-2126	7	66416043	66416242	+	7.52	NA	NA	NA	-55610	transcript:Zm00001d019825_T001								
5-2000	5	163695199	163695398	+	7.52	NA	NA	NA	2913	transcript:Zm00001d016471_T001								
4-2462	4	157545285	157545484	+	7.52	NA	NA	NA	-8337	transcript:Zm00001d051412_T001								
3-2859	3	113522945	113523144	+	7.52	NA	NA	NA	60116	transcript:Zm00001d041342_T001								
5-2656	5	87996960	87997159	+	7.52	NA	NA	NA	5952	transcript:Zm00001d001593_T001								
2-2896	2	59001576	59001775	+	7.52	NA	exon (transcript:Zm00001d003778_T001, exon 4 of 9)	NA	2381	transcript:Zm00001d003778_T001								
8-2187	8	138012722	138012921	+	7.52	NA	TTS (transcript:Zm00001d011069_T005)	NA	-1393	transcript:Zm00001d011070_T001								
9-2121	9	79323447	79323646	+	7.52	NA	NA	NA	-47245	transcript:Zm00001d046300_T001								
2-3269	2	220207830	220208029	+	7.52	NA	exon (transcript:Zm00001d007016_T001, exon 2 of 2)	NA	-3882	transcript:Zm00001d007015_T001								
1-2653	1	41294419	41294618	+	7.52	NA	NA	NA	-11499	transcript:Zm00001d028627_T001								
5-2663	5	90493016	90493215	+	7.52	NA	intron (transcript:Zm00001d015444_T002, intron 1 of 4)	NA	-1786	transcript:Zm00001d015445_T001								
7-1773	7	50312963	50313162	+	7.52	NA	NA	NA	105173	transcript:Zm00001d019677_T001								
8-2061	8	77439935	77440134	+	7.52	NA	3' UTR (transcript:Zm00001d009716_T001, exon 4 of 4)	NA	2869	transcript:Zm00001d009716_T002								
1-4177	1	264037351	264037550	+	7.52	NA	NA	NA	-4307	transcript:Zm00001d033486_T001								
7-2164	7	85036103	85036302	+	7.52	NA	promoter-TSS (transcript:Zm00001d020004_T004)	NA	-879	transcript:Zm00001d020004_T003								
2-3303	2	232642028	232642227	+	7.52	NA	NA	NA	-1775	transcript:Zm00001d007477_T001								
2-3294	2	226969316	226969515	+	7.52	NA	NA	NA	-8533	transcript:Zm00001d007292_T001								
5-2836	5	187057472	187057671	+	7.52	NA	NA	NA	-2657	transcript:Zm00001d017147_T001								
6-1595	6	108314924	108315123	+	7.52	NA	TTS (transcript:Zm00001d036984_T002)	NA	1969	transcript:Zm00001d036984_T002								
1-4106	1	237431831	237432030	+	7.52	NA	NA	NA	4507	transcript:Zm00001d032753_T001								
3-2981	3	168343383	168343582	+	7.52	NA	TTS (transcript:Zm00001d042453_T003)	NA	1802	transcript:Zm00001d042453_T003								
10-1732	10	76081357	76081556	+	7.52	NA	NA	NA	-78544	transcript:Zm00001d024523_T002								
1-4112	1	238892883	238893082	+	7.52	NA	5' UTR (transcript:Zm00001d032806_T001, exon 1 of 3)	NA	290	transcript:Zm00001d032806_T001								
10-1850	10	128376746	128376945	+	7.52	NA	intron (transcript:Zm00001d025750_T005, intron 8 of 15)	NA	5695	transcript:Zm00001d025750_T025								
2-2852	2	34336269	34336468	+	7.52	NA	NA	NA	-1644	transcript:Zm00001d003167_T001								
3-3123	3	221814157	221814356	+	7.52	NA	TTS (transcript:Zm00001d044204_T001)	NA	-3069	transcript:Zm00001d044203_T001								
6-2222	6	100931849	100932048	+	7.52	NA	promoter-TSS (transcript:Zm00001d036789_T005)	NA	22	transcript:Zm00001d036789_T005								
2-2420	2	27301684	27301883	+	7.52	NA	NA	NA	-2070	transcript:Zm00001d002936_T006								
2-3067	2	151620323	151620522	+	7.52	NA	exon (transcript:Zm00001d004976_T001, exon 3 of 7)	NA	844	transcript:Zm00001d004976_T001								
5-2100	5	1646100	1646299	+	7.52	NA	promoter-TSS (transcript:Zm00001d012892_T006)	NA	-2	transcript:Zm00001d012892_T006								
4-2615	4	233683574	233683773	+	7.52	NA	NA	NA	5074	transcript:Zm00001d053549_T001								
9-2062	9	42098874	42099073	+	7.52	NA	NA	NA	70373	transcript:Zm00001d045826_T001								
8-1877	8	157968871	157969070	+	7.52	NA	intron (transcript:Zm00001d011663_T004, intron 10 of 12)	NA	3105	transcript:Zm00001d011663_T004								
5-2759	5	144756397	144756596	+	7.52	NA	NA	NA	52405	transcript:Zm00001d016105_T001								
6-1517	6	50778580	50778779	+	7.52	NA	promoter-TSS (transcript:Zm00001d035802_T002)	NA	-784	transcript:Zm00001d035802_T002								
1-3041	1	4318755	4318954	+	7.52	NA	exon (transcript:Zm00001d027393_T001, exon 1 of 1)	NA	876	transcript:Zm00001d027393_T001								
3-2995	3	174408038	174408237	+	7.52	NA	NA	NA	-39924	transcript:Zm00001d042626_T001								
9-2181	9	108231168	108231367	+	7.52	NA	NA	NA	2993	transcript:Zm00001d046839_T001								
5-2685	5	101148966	101149165	+	7.52	NA	TTS (transcript:Zm00001d015613_T002)	NA	-2947	transcript:Zm00001d015614_T001								
2-3172	2	189033175	189033374	+	7.52	NA	promoter-TSS (transcript:Zm00001d005800_T001)	NA	45	transcript:Zm00001d005800_T001								
4-2983	4	174734485	174734684	+	7.52	NA	promoter-TSS (transcript:Zm00001d051925_T001)	NA	-26	transcript:Zm00001d051925_T001								
2-3268	2	219992271	219992470	+	7.52	NA	promoter-TSS (transcript:Zm00001d006947_T001)	NA	-466	transcript:Zm00001d006947_T001								
2-2675	2	210568513	210568712	+	7.52	NA	intron (transcript:Zm00001d006531_T001, intron 1 of 3)	NA	871	transcript:Zm00001d006531_T001								
10-1316	10	126568027	126568226	+	7.52	NA	NA	NA	-35884	transcript:Zm00001d025695_T001								
6-2399	6	169138808	169139007	+	7.52	NA	3' UTR (transcript:Zm00001d039041_T006, exon 8 of 9)	NA	8283	transcript:Zm00001d039041_T009								
6-2413	6	173708336	173708535	+	7.52	NA	NA	NA	173574	transcript:Zm00001d039226_T001								
3-2782	3	64650435	64650634	+	7.52	NA	NA	NA	-5602	transcript:Zm00001d040769_T012								
1-4126	1	247911701	247911900	+	7.52	NA	NA	NA	31262	transcript:Zm00001d033032_T001								
3-2900	3	133489734	133489933	+	7.52	NA	NA	NA	-1187	transcript:Zm00001d041690_T001								
10-1858	10	130685011	130685210	+	7.52	NA	NA	NA	-6801	transcript:Zm00001d025821_T001								
3-3121	3	221511357	221511556	+	7.52	NA	3' UTR (transcript:Zm00001d044191_T005, exon 4 of 4)	NA	5478	transcript:Zm00001d044191_T025								
8-2201	8	143997450	143997649	+	7.52	NA	NA	NA	111357	transcript:Zm00001d011231_T008								
3-3140	3	228276084	228276283	+	7.52	NA	NA	NA	-17789	transcript:Zm00001d044446_T001								
1-4161	1	258695952	258696151	+	7.52	NA	TTS (transcript:Zm00001d033314_T001)	NA	9493	transcript:Zm00001d033314_T001								
3-2879	3	124467095	124467294	+	7.52	NA	NA	NA	-53630	transcript:Zm00001d041502_T001								
1-4022	1	209212896	209213095	+	7.52	NA	NA	NA	-1793	transcript:Zm00001d032003_T001								
6-2176	6	82194267	82194466	+	7.52	NA	intron (transcript:Zm00001d036293_T001, intron 4 of 4)	NA	510	transcript:Zm00001d036293_T005								
9-2213	9	123534167	123534366	+	7.52	NA	exon (transcript:Zm00001d047235_T001, exon 7 of 10)	NA	645	transcript:Zm00001d047235_T002								
3-2679	3	20686974	20687173	+	7.52	NA	NA	NA	-1006	transcript:Zm00001d039958_T001								
7-2123	7	59136195	59136394	+	7.52	NA	NA	NA	-330468	transcript:Zm00001d019775_T001								
4-3007	4	183027723	183027922	+	7.52	NA	intron (transcript:Zm00001d052197_T008, intron 3 of 8)	NA	6284	transcript:Zm00001d052197_T016								
2-3092	2	158766240	158766439	+	7.52	NA	NA	NA	-166183	transcript:Zm00001d005112_T001								
8-2236	8	160608761	160608960	+	7.52	NA	NA	NA	14709	transcript:Zm00001d011743_T001								
7-2232	7	119953682	119953881	+	7.52	NA	exon (transcript:Zm00001d020515_T003, exon 5 of 14)	NA	7261	transcript:Zm00001d020515_T003								
10-1833	10	124859609	124859808	+	7.52	NA	intron (transcript:Zm00001d025644_T001, intron 1 of 9)	NA	489	transcript:Zm00001d025644_T003								
9-2075	9	50244689	50244888	+	7.52	NA	intron (transcript:Zm00001d045962_T001, intron 2 of 7)	NA	1017	transcript:Zm00001d045962_T001								
3-2646	3	7364014	7364213	+	7.52	NA	NA	NA	-13527	transcript:Zm00001d039530_T001								
3-2745	3	51120672	51120871	+	7.52	NA	NA	NA	49237	transcript:Zm00001d040579_T001								
1-2797	1	152893814	152894013	+	7.52	NA	exon (transcript:Zm00001d022827_T001, exon 1 of 1)	NA	101	transcript:Zm00001d022827_T001								
2-2446	2	43092946	43093145	+	7.52	NA	promoter-TSS (transcript:Zm00001d003401_T003)	NA	-678	transcript:Zm00001d003401_T004								
2-3073	2	155161321	155161520	+	7.52	NA	NA	NA	-52721	transcript:Zm00001d005035_T001								
9-2031	9	27341601	27341800	+	7.52	NA	NA	NA	-4068	transcript:Zm00001d045584_T001								
4-2908	4	137137903	137138102	+	7.52	NA	promoter-TSS (transcript:Zm00001d051017_T009)	NA	-676	transcript:Zm00001d051017_T009								
7-2167	7	85624860	85625059	+	7.52	NA	intron (transcript:Zm00001d020014_T012, intron 2 of 3)	NA	2333	transcript:Zm00001d020014_T006								
2-2832	2	24115343	24115542	+	7.52	NA	NA	NA	34746	transcript:Zm00001d002830_T001								
10-1688	10	50274120	50274319	+	7.10	NA	NA	NA	-73017	transcript:Zm00001d024152_T001								
3-2842	3	104086487	104086686	+	7.10	NA	NA	NA	-10069	transcript:Zm00001d000575_T001								
8-2258	8	169074568	169074767	+	7.10	NA	TTS (transcript:Zm00001d012156_T042)	NA	2909	transcript:Zm00001d012156_T053								
5-2203	5	63102571	63102770	+	7.10	NA	NA	NA	49063	transcript:Zm00001d014788_T003								
6-2320	6	143418763	143418962	+	7.10	NA	NA	NA	-60009	transcript:Zm00001d037952_T001								
8-1925	8	421177	421376	+	7.10	NA	NA	NA	21297	transcript:Zm00001d008177_T001								
5-2654	5	86973142	86973341	+	7.10	NA	NA	NA	58262	transcript:Zm00001d015374_T002								
10-1701	10	58249905	58250104	+	7.10	NA	NA	NA	46141	transcript:Zm00001d024225_T066								
2-2521	2	107597579	107597778	+	7.10	NA	NA	NA	45302	transcript:Zm00001d000884_T001								
10-1770	10	94799748	94799947	+	7.10	NA	NA	NA	-1059	transcript:Zm00001d024915_T001								
2-3100	2	162258248	162258447	+	7.10	NA	NA	NA	6272	transcript:Zm00001d005171_T001								
1-3772	1	66384454	66384653	+	7.10	NA	NA	NA	-3647	transcript:Zm00001d029336_T002								
3-3034	3	190043310	190043509	+	7.10	NA	promoter-TSS (transcript:Zm00001d043143_T001)	NA	-417	transcript:Zm00001d043143_T001								
3-2964	3	162995309	162995508	+	7.10	NA	NA	NA	-1140	transcript:Zm00001d042355_T001								
7-1468	7	39782632	39782831	+	7.10	NA	NA	NA	-47508	transcript:Zm00001d019522_T003								
1-4166	1	260861663	260861862	+	7.10	NA	TTS (transcript:Zm00001d033371_T001)	NA	9312	transcript:Zm00001d033371_T007								
10-1482	10	84744090	84744289	+	7.10	NA	NA	NA	-1637	transcript:Zm00001d024716_T003								
5-2753	5	143040343	143040542	+	6.69	NA	NA	NA	27618	transcript:Zm00001d001653_T001								
3-3020	3	186931459	186931658	+	6.69	NA	NA	NA	-8835	transcript:Zm00001d043026_T001								
5-2672	5	95116153	95116352	+	6.69	NA	NA	NA	-67638	transcript:Zm00001d015515_T001								
5-2708	5	115326834	115327033	+	6.69	NA	NA	NA	-91594	transcript:Zm00001d015742_T001								
6-2050	6	4197558	4197757	+	6.69	NA	NA	NA	-7533	transcript:Zm00001d035083_T001								
4-3165	4	245453647	245453846	+	6.69	NA	NA	NA	-1459	transcript:Zm00001d054038_T001								
